"corpus","preloaded/pttenten20_fl5"
"subcorpus","-"
"concordance size","145"
"query","Query:[lemma=""as|os|te|nos|vos|lhes""] [tag=""V.*""] [lemma=""para""][tag=""V.N.*""] within <doc (genre=""blog"") & (tld=""pt"") />"
"Reference","Left","KWIC","Right"
"anossavida.pt","mais que o CV, e claro, portfolio. </s><s> Que tipo de empregos procuravas? </s><s> Se não tens experiencia, aqui provavelmente só","te aceitam para começar","como estagiária ou o chamado ""Trainee"" (que é diferente!). </s><s> Quando te pediam a expectativa salarial, o que metias? </s><s> Eles"
"anossavida.pt","e Saúde </s><s> CristianoFontes: Membro desde: 23.02.2017 </s><s> Partilho este questionário, para um projecto de estatística que","nos pediram para fazer",". </s><s> Decidimos abordar este assunto sobre o desporto e a saúde de hoje em dia pois pareceu um assunto interessante. </s>"
"e-konomista.pt",". </s><s> 2. </s><s> Rosa vintage </s><s> Sofá Ronda Rosa (249€) </s><s> Ainda na sequência da sugestão de cores, uma das grandes tendências que o futuro","nos aponta para decorar","a casa para os dias frios é uma cor doce e que conta histórias. </s><s> Diferente do millennial pink, o rosa se quer numa mood"
"e-konomista.pt","fazer escolhas melhores; </s><s> 4. </s><s> Maior autocontrolo: quanto melhor nos conhecemos maior compreensão temos acerca do que","nos motiva para desenvolver","bons hábitos e para resistir a hábitos menos bons; </s><s> 5. </s><s> Maior resistência à pressão social: é mais fácil dizer ""não"""
"tugatech.com.pt","para mim, Só posto o que eu uso, é o mesmo que acontece no meu site, eu e os meus colegas só postamos coisas que usamos ou que","nos pedem para meter","e geralmente tudo o que posto seja onde for foi testado comigo para poder garantir que funciona e que não causa nenhum"
"tugatech.com.pt","vontade de bater o pé, gingar o corpo e cantar os refrões destas pérolas coloridas (afinal existem) que os Ultraleve","nos trouxeram para animar","2013. </s><s> Nas palavras de Nuno Markl,"" Os Ultraleve levam a sério a nobre arte de não levar a vida a sério, por muito miserável"
"tugatech.com.pt","para a Magazine TugaTech deste mês, onde fala do Windows 8 e das descobertas recentemente feitas... </s><s> Pois... Também já","te estava para perguntar","quando sai-a a Revistinha! xD </s><s> ah tah.. ae eu coloco esse modo de segurança em casa.. ae vamo dizer que eu saia de casa, para"
"tugatech.com.pt","CD lá dentro, pois pode não arrancar. </s><s> Visto que ainda não tens sistema operativo e queres instalá-lo, ligas o PC e quando","te dizer para pores","o CD pões </s><s> ""Mensaleiros são presos políticos"", disse Chica do PT </s><s> Quanto à escolha de Wagner ao seu sucesso, Chica disse"
"sapo.pt","em inglês. </s><s> O melhor é trocar dinheiro assim que chegam no aeroporto. </s><s> 9. </s><s> Fotografias </s><s> Não se admirem se os locais","vos pedirem para tirar","uma selfie com eles. </s><s> A curiosidade deles em relação aos turistas ocidentais é tanta como a nossa em relação a eles. </s><s> 10. </s>"
"sapo.pt",". </s><s> Um risco na pedra ou a falta dele indicavam o sentido de voto. ""Quando havia conselho, o mordomo tocava o sino e nós","nos reuníamos para debater","qualquer assunto. </s><s> Chegámos a ter aqui 300 cabeças de gado e 300 cabras, tudo comunitário"", acrescenta. </s><s> As más práticas"
"sapo.pt",". </s><s> Já não será a Rio de Onor dos documentários a preto e branco, é certo, mas será a Rio de Onor do seu tempo. </s><s> P.S. Quando já","nos preparávamos para fazer","o caminho de volta, encontrámos um ancião junto a uma fonte, envergando uma camisola grossa, talvez grossa de mais, que"
"sapo.pt","marcado para este mês,... </s><s> ""Os constrangimentos causados pelo COVID-19 não impedem que continuemos a sonhar e que","nos preparemos para tornar","os nossos sonhos uma realidade."" explica, em comunicado, Rosário Louro, representante da Autoridade de Turismo da"
"sapo.pt","pão feito na casa, acompanhado de uma saborosa manteiga de cabra, mesmo de fazer água na boca. </s><s> Aqui, temos mesmo de","nos controlar para parar","de comer, pois é mesmo irresistível. </s><s> Elemento obrigatório nas ""Casas Portuguesas"", o Chefe preparou também alguns"
"sapo.pt","as alunas que nos proporcionaram este dia fantástico. </s><s> Esta semana ainda teve mais um dia de trabalho, tendo em conta que","nos voluntariámos para ser","oradores no workshop ""Budget e Poupança"" da Associação Gap Year Portugal, que aconteceu no Porto. </s><s> Mais um dia da semana"
"sapo.pt",", e partilhando com o público, através da imagem, vídeo e escrita, as histórias que estas culturas tribais milenares","nos têm para contar",". </s><s> Com este ímpeto inicial, na nossa mente lentamente começou a tomar forma a nossa viagem à volta do mundo. </s><s> E é aí que todas"
"sapo.pt","enquanto explorávamos todos os lugares com calma, quisemos dar-lhe uma gorjeta no fim, mas ele não aceitou e ainda","nos convidou para tomar","chá com a família. </s><s> Que diferença do taxista em Istambul que nos enganou e roubou descaradamente no troco. </s><s> A Capadócia,"
"sapo.pt","ao som da música e de repente, sem te dares conta, estás completamente no espírito da dança. </s><s> Até que alguém nos encontra e","nos tira para dançar",". </s><s> É salsa. </s><s> Sabemos algum passo de salsa? </s><s> Não! </s><s> Para nós salsa é uma erva aromática e nada mais. ""Não sei dançar, sou pé de"
"sapo.pt","serviço como uma das características distintivas, pelo que estes prémios são uma confirmação e um agradecimento que","nos motivam para continuar","a elevar a fasquia"", considera Marta Tavares da Silva, Administradora. </s><s> O Bairro Alto Hotel foi, também, recentemente"
"sapo.pt","<s> A visita às Grutas Batu leva o seu tempo, se quiser ficar a absorver todas as coisas novas que outra cultura tão diferente","nos tem para mostrar",". </s><s> A escadaria até ao topo da gruta plantada no penhasco de calcário é colorida e íngreme com muitos degraus para subir,"
"aquelamaquina.pt","ser mostrado ao público no salão de Paris, o que também sucede na traseira, a nível das ópticas. ""Quando a Peugeot Sport","nos contactou para desenhar","o carro para o Dakar 2017 ficámos encantados por podermos imaginar uma interpretação sem limites do SUV 3008, algo"
"aquelamaquina.pt","do Rubicon nesse mesmo campo. </s><s> É bastante mais ""saltitão"" no asfalto e retira alguma da confiança que o Sahara","nos dá para optar","por uma condução mais agressiva. </s><s> Isto está longe de ser uma crítica e a verdade é que quem se senta ao volante de um Rubicon"
"aquelamaquina.pt",". </s><s> Hoje, há pelo menos duas_dezenas de SUV''s capazes de passar de 0 a 100 km/h em menos de cinco segundos. </s><s> Foi nesses que","nos concentrámos para estabelecer","um ranking dos mais rápidos, olhando principalmente para a aceleração e esquecendo a velocidade máxima, que em muitos"
"revistamilitar.pt","como ""sereníssimo e muito amado bom irmão e primo, alliado e confederado""56, dando a conhecer a convicção de que ""","nos entenderemos para fazer","o maior dano à Inglaterra."" Perante esta falsa amizade, D. João não traiu a sua aliada Inglaterra e respondeu a Napoleão"
"revistamilitar.pt",". </s><s> Esperemos que ao fatalismo e à recentemente propagandeada falta de competitividade, encontremos algo que","nos entusiasme para sair","da depressão já reconhecida em estudos internacionais. </s><s> E, acima de tudo, tentar perceber o que nos une e o que nos divide"
"revistamilitar.pt","deve, uma vez mais toda a organização destas conferências. </s><s> A todos o muito obrigado pelo estímulo que a vossa presença","nos confere para continuar",". </s><s> As minhas primeiras palavras são para saudar todos os Combatentes, assim como esta iniciativa e felicitar a escolha"
"revistamilitar.pt","'' connosco. </s><s> Não o fez no hotel, fomos ''conversar'' para a praia. </s><s> Do muito que continuou a ensinar-nos, ficou a forma de","nos prepararmos para encontrar","os caminhos que nos permitiram discernir e encarar muitos assuntos sobre os zombo, em geral. </s><s> As conversas só"
"revistamilitar.pt","seriam essenciais. </s><s> Aliás é isso que temos visto em questões bem menos exigentes em termos de riscos, como é o apoio que","nos concedem para podermos","equilibrar as contas públicas. </s><s> Muitos julgavam que este apoio constituiria o núcleo de uma pretensa obrigação (dita"
"revistamilitar.pt","em espírito, em ideia de futuro colectivo, de desenvolvimento humano pleno. </s><s> É preciso reflectir sobre o que","nos motiva para fazer","parte da Nação, que desafios poderemos enfrentar, que riscos se poderão colocar nos caminhos do nosso destino"
"revistamilitar.pt","como ""casus beli"" também não deixa de nos confundir. </s><s> Desse desvirtuamento resulta a fragilidade da situação em que","nos encontramos para versar","o tema, em que tantos e tão díspares interesses se entrechocam num entrosamento de inúmeras argumentações, válidas"
"iscte-iul.pt","? </s><s> Quais são os de referência? </s><s> E haverá novos dicionários, em parceria com outros países de língua portuguesa? </s><s> A quantos","nos procuram para esclarecer","e discutir os mais diversos temas da língua portuguesa, renovamos o apelo SOS Ciberdúvidas. </s><s> Desde já, o nosso obrigado"
"iscte-iul.pt",". </s><s> Maria Mateus Itália 2K </s><s> Agradecemos as suas palavras. </s><s> A última lição de José Neves Henriques é a força e a confiança que","nos deixa para continuarmos","a estudar a Língua Portuguesa. </s><s> Por Ciberdúvidas da Língua Portuguesa 10 de fevereiro de 2012 10 fev. 2012 793 </s><s> Um dos"
"iscte-iul.pt","mais abaixo ou mais acima e serão baixas, médias ou altas. (Porque será que o médico quando nos quer ver a garganta","nos pede para pronunciar","um a? </s><s> Porque não nos pede um u ou um i?) </s><s> No português europeu, a maioria das vogais átonas eleva-se, ou seja, muda o seu"
"iscte-iul.pt",". </s><s> Portanto o teu código seria: </s><s> Em primeiro lugar, obrigado pelo canal. </s><s> É muito bom saber que temos alguém em quem","nos apoiar para esclarecer","uma dúvida. </s><s> Em segundo lugar, o que vocês fazem em prol da Língua Portuguesa, tornando-a mais simples e desmistificada"
"iscte-iul.pt","cursiva corresponde à escrita à mão, conclui-se que o alfabeto – enquanto ""o conjunto ordenado das letras de que","nos servimos para transcrever","os sons da linguagem falada"" (Cunha e Cintra, Nova Gramática do Português Contemporâneo, 17.a ed., Lisboa, Sá da Costa"
"iscte-iul.pt","ortográfica. </s><s> Sugiro, porém, que a CPLP seja consultada para se terem ideias juridicamente mais seguras. </s><s> As formas que","nos apresentou para designar","professor enquadram-se no domínio da oralidade, porque ainda não se encontram dicionarizadas, nem mesmo na área das """
"iscte-iul.pt","cavalheiros, tenho eu já escutado a interessante conversação que tendes entabulado. </s><s> Forçoso é, no entanto, que agora","vos interrompa para oferecer-vos","algo que seria de bom alvedrio examinardes."" </s><s> Na frase acima, está correto o infinitivo flexionado examinardes? </s>"
"iscte-iul.pt","os gramáticos Cunha e Cintra nos alertam precisamente para o emprego dos pronomes este, esta e isto como ""a forma de que","nos servimos para chamar","a atenção sobre aquilo que dissemos ou que vamos dizer"" (Cunha e Cintra, Nova Gramática do Português Contemporâneo,"
"iscte-iul.pt","distintas das apresentadas. </s><s> Vi uma entrevista de Nélida Piñón, notei alguns trechos e resolvi cá transcrevê-los: Nós","nos empenhamos para construir","uma cultura, uma sociedade que quando estejamos* liberados, sejamos* soberanos de nós próprios, tenhamos uma"
"iscte-iul.pt","que: </s><s> Para respondermos às questões colocada, comecemos por dividir a frase nas orações que a compõem: </s><s> (2) ""[Nós","nos empenhamos para construir","uma cultura, uma sociedade]oração subordinante [ [em] que [quando estejamos* liberados]oração sub.adv.temporal,"
"iscte-iul.pt",", uma vez que se procede a uma enumeração de situações a terem lugar, que termina com a conjunção coordenativa e. </s><s> (3) ""Nós","nos empenhamos para construir","uma cultura, uma sociedade em que, quando estivermos liberados, sejamos soberanos de nós próprios, tenhamos uma"
"iscte-iul.pt","""Egipto"" (digo a maioria porque tenho perguntado às pessoas com quem me cruzo como pronunciam a palavra), por que razão","nos pedem para escrever","""Egito""? </s><s> Tive oportunidade de ter uma cadeira de Introdução à Linguística, matéria que sempre me apaixonou, e não me"
"iscte-iul.pt","falá-las. </s><s> Parece que estamos numa má comédia do século XIX passada numa colónia inglesa em que nós os indígenas","nos atropelamos para falar","inglês com os nossos patrões. </s><s> Fonte </s><s> VBA desativa Validação de Dados </s><s> Pergunta </s><s> Bom dia! </s><s> Tenho um formulário em VBA no qual"
"iscte-iul.pt","espalhou a notícia de que o trema fora abolido. </s><s> E aquilo, na concepção de muitos, virou decreto. </s><s> Daí para cá, é um Deus","nos acuda para convencer","os alunos de que o trema não caiu. </s><s> Pior que isso é ver que, junto com o trema, defenestraram também os acentos agudo,"
"iscte-iul.pt","se trata de uma alteração gramatical praticada por alguém que conhecia como poucos o peso ou a leveza das palavras. </s><s> Que","nos resta para refutar","a sua tendência para a subversão sintáctica? </s><s> Poeta que era, e dos grandes, Mário de Andrade ouvia-se a dizer ao ouvido da"
